MAT,Temp_molde,Temp_secado,Tiempo_secado,P_inyeccion,P_mantenimiento,Temp_barril,Temp_alimetacion,V_inyeccion,P1,P2,P3,P4,P5,P6,P7
1,80,80,240,728,19,240,80,1,0,91.14371386,0,0,0,0,0
1,80,80,240,1300,50,240,77,1,0,0,0,0,0,0,0
1,80,80,240,1300,50,236,76,1,0,0,3.387755659,0,0,0,0
1,80,80,240,1300,50,237,68,1,0,0,7.082063138,0,0,0,0
1,80,80,240,1300,50,233,79,1,0,0,10.93152198,0,0,0,0
1,80,80,240,1300,50,232,74,1,0,0,14.03148038,0,0,0,0
1,80,80,240,1300,50,229,80,1,0,0,15.95808526,0,0,0,0
1,80,80,240,1300,50,227,78,1,0,0,21.28744945,0,0,0,0
1,80,80,240,1300,50,225,72,1,0,0,27.64251761,0,0,0,0
1,80,80,240,1300,50,224,73,1,0,0,30.63267658,0,0,0,0
1,80,80,240,1300,50,221,75,1,0,0,35.09148816,0,0,0,0
1,80,80,240,1300,50,219,71,1,0,0,40.45870246,0,0,0,0
1,80,80,240,1300,50,218,69,1,0,0,44.69041335,0,0,0,0
1,80,80,240,1300,50,215,70,1,0,0,48.7744747,0,0,0,0
1,80,80,240,1300,50,213,65,1,0,0,51.60948231,0,0,0,0
1,80,80,240,1300,50,211,63,1,0,0,54.440739,0,0,0,0
1,80,80,240,1300,50,209,67,1,0,0,59.74759771,0,0,0,0
1,80,80,240,1300,50,207,66,1,0,0,62.57510349,0,0,0,0
1,80,80,240,1300,50,205,58,1,0,0,66.26190915,0,0,0,0
1,80,80,240,1300,50,203,62,1,0,0,67.96141334,0,0,0,0
1,80,80,240,1300,50,202,60,1,0,0,69.01746561,0,0,0,0
1,80,80,240,1300,50,199,61,1,0,0,69.39596675,0,0,0,0
1,80,80,240,1300,50,197,64,1,0,0,71.35291991,0,0,0,0
1,80,80,240,1300,50,196,59,1,0,0,72.89352183,0,0,0,0
1,80,80,240,1300,50,195,53,1,0,0,78.45032769,0,0,0,0
1,80,80,240,1300,50,192,51,1,0,0,80.81613029,0,0,0,0
1,80,80,240,1300,50,188,47,1,0,0,81.79273141,0,0,0,0
1,80,80,240,1300,50,186,54,1,0,0,81.86843164,0,0,0,0
1,80,80,240,1300,50,191,56,1,0,0,82.35673221,0,0,0,0
1,80,80,240,1300,50,184,55,1,0,0,82.39458232,0,0,0,0
1,80,80,240,1300,50,185,57,1,0,0,83.29548322,0,0,0,0
1,80,80,240,1300,50,186,52,1,0,0,84.19638412,0,0,0,0
1,80,80,240,1300,50,187,50,1,0,0,85.54773547,0,0,0,0
1,80,80,240,1300,50,243,80,1,0,0,0,0,0,0,0
1,80,80,240,1300,50,240,80,1,0,0,0,1.857355126,0,0,0
1,80,80,240,1300,50,246,80,1,0,0,0,3.863298663,0,0,0
1,80,80,240,1300,50,245,80,1,0,0,0,8.172362556,0,0,0
1,80,80,240,1300,50,250,80,1,0,0,0,21.09955423,0,0,0
1,80,80,240,1300,50,252,80,1,0,0,0,26.59732541,0,0,0
1,80,80,240,1300,50,253,80,1,0,0,0,34.91827637,0,0,0
1,80,80,240,1300,50,255,80,1,0,0,0,38.85586924,0,0,0
1,80,80,240,1300,50,257,80,1,0,0,0,48.66270431,0,0,0
1,80,80,240,1300,50,259,80,1,0,0,0,56.61218425,0,0,0
1,80,80,240,1300,50,261,80,1,0,0,0,62.40713224,0,0,0
1,80,80,240,1300,50,263,80,1,0,0,0,68.87072808,0,0,0
1,80,80,240,1300,50,265,80,1,0,0,0,76.30014859,0,0,0
1,80,80,240,1300,50,267,80,1,0,0,0,82.3922734,0,0,0
1,80,80,240,1300,50,270,80,1,0,0,0,84.62109955,0,0,0
1,80,80,240,1300,50,271,80,1,0,0,0,87.59286776,0,0,0
1,80,80,240,1300,50,274,80,1,0,0,0,91.45616642,0,0,0
1,80,80,240,1300,50,275,80,1,0,0,0,92.57057949,0,0,0
1,80,80,240,1300,50,278,80,1,0,0,0,95.02228826,0,0,0
1,80,80,240,1300,50,280,80,1,0,0,0,96.28528975,0,0,0
1,80,80,240,1300,50,282,80,1,0,0,0,97.54829123,0,0,0
1,80,80,240,1300,50,283,80,1,0,0,0,98.36552749,0,0,0
1,80,80,240,1300,50,285,80,1,0,0,0,98.73699851,0,0,0
1,80,80,240,1300,50,288,80,1,0,0,0,99.25705795,0,0,0
1,80,80,240,1300,50,292,80,1,0,0,0,99.62852897,0,0,0
1,80,80,240,1300,50,289,80,1,0,0,0,99.70282318,0,0,0
1,80,80,240,1300,50,296,80,1,0,0,0,99.85141159,0,0,0
1,80,80,240,1300,50,293,80,1,0,0,0,99.92570579,0,0,0
1,80,80,240,1300,50,297,80,1,0,0,0,99.92570579,0,0,0
1,80,80,240,1300,50,300,80,1,0,0,0,99.92570579,0,0,0
1,80,80,240,1300,50,301,80,1,0,0,0,99.92570579,0,0,0
1,80,80,240,1300,50,302,80,1,0,0,0,99.92570579,0,0,0
1,80,80,240,1300,50,243,80,1,0,0,0,0,0,0,0
1,77,80,240,1300,50,240,80,1,0,0,0,0,0.928677563,0,0
1,79,80,240,1300,50,246,80,1,0,0,0,0,3.717363617,0,0
1,78,80,240,1300,50,245,80,1,0,0,0,0,6.764752706,0,0
1,75,80,240,1300,50,250,80,1,0,0,0,0,14.56763426,0,0
1,72,80,240,1300,50,252,80,1,0,0,0,0,18.20937699,0,0
1,71,80,240,1300,50,253,80,1,0,0,0,0,24.60199533,0,0
1,66,80,240,1300,50,255,80,1,0,0,0,0,28.35650605,0,0
1,70,80,240,1300,50,257,80,1,0,0,0,0,33.25992358,0,0
1,67,80,240,1300,50,259,80,1,0,0,0,0,41.69894927,0,0
1,69,80,240,1300,50,261,80,1,0,0,0,0,45.48928041,0,0
1,64,80,240,1300,50,263,80,1,0,0,0,0,48.72107833,0,0
1,60,80,240,1300,50,265,80,1,0,0,0,0,53.32864572,0,0
1,73,80,240,1300,50,267,80,1,0,0,0,0,59.05327956,0,0
1,61,80,240,1300,50,270,80,1,0,0,0,0,61.06054978,0,0
1,59,80,240,1300,50,271,80,1,0,0,0,0,69.68929102,0,0
1,58,80,240,1300,50,274,80,1,0,0,0,0,72.5137975,0,0
1,51,80,240,1300,50,275,80,1,0,0,0,0,82.44600403,0,0
1,45,80,240,1300,50,278,80,1,0,0,0,0,85.90400127,0,0
1,47,80,240,1300,50,280,80,1,0,0,0,0,86.53550202,0,0
1,48,80,240,1300,50,282,80,1,0,0,0,0,87.61343133,0,0
1,46,80,240,1300,50,283,80,1,0,0,0,0,88.02204946,0,0
1,44,80,240,1300,50,285,80,1,0,0,0,0,88.65421354,0,0
1,49,80,240,1300,50,288,80,1,0,0,0,0,90.25352897,0,0
1,38,80,240,1300,50,292,80,1,0,0,0,0,94.01069306,0,0
1,41,80,240,1300,50,289,80,1,0,0,0,0,95.38712588,0,0
1,39,80,240,1300,50,296,80,1,0,0,0,0,95.90784865,0,0
1,26,80,240,1300,50,293,80,1,0,0,0,0,97.73071004,0,0
1,27,80,240,1300,50,297,80,1,0,0,0,0,98.17713861,0,0
1,24,80,240,1300,50,300,80,1,0,0,0,0,98.62356718,0,0
1,25,80,240,1300,50,301,80,1,0,0,0,0,99.06999575,0,0
1,28,80,240,1300,50,302,80,1,0,0,0,0,99.51642433,0,0
1,80,80,240,1300,50,240,80,0.79,0,0,0,0,0,0,0
1,80,80,240,1300,50,236,80,0.98,0,0,0,0,0,2.09473602,0
1,80,80,240,1300,50,237,80,0.95,0,0,0,0,0,4.586762082,0
1,80,80,240,1300,50,233,80,0.86,0,0,0,0,0,7.804294036,0
1,80,80,240,1300,50,232,80,0.94,0,0,0,0,0,10.81351422,0
1,80,80,240,1300,50,229,80,0.82,0,0,0,0,0,12.64938087,0
1,80,80,240,1300,50,227,80,0.9,0,0,0,0,0,17.31765231,0
1,80,80,240,1300,50,225,80,0.92,0,0,0,0,0,23.46207818,0
1,80,80,240,1300,50,224,80,0.73,0,0,0,0,0,31.72801653,0
1,80,80,240,1300,50,221,80,0.72,0,0,0,0,0,36.8446802,0
1,80,80,240,1300,50,219,80,0.75,0,0,0,0,0,42.03041806,0
1,80,80,240,1300,50,218,80,0.63,0,0,0,0,0,46.32046066,0
1,80,80,240,1300,50,215,80,0.65,0,0,0,0,0,50.55359195,0
1,80,80,240,1300,50,213,80,0.71,0,0,0,0,0,53.77747764,0
1,80,80,240,1300,50,211,80,0.62,0,0,0,0,0,58.10591497,0
1,80,80,240,1300,50,209,80,0.57,0,0,0,0,0,60.28878638,0
1,80,80,240,1300,50,207,80,0.54,0,0,0,0,0,62.72417342,0
1,80,80,240,1300,50,205,80,0.61,0,0,0,0,0,65.1471253,0
1,80,80,240,1300,50,203,80,0.38,0,0,0,0,0,75.50888888,0
1,80,80,240,1300,50,202,80,0.37,0,0,0,0,0,77.07372331,0
1,80,80,240,1300,50,199,80,0.32,0,0,0,0,0,78.65126521,0
1,80,80,240,1300,50,197,80,0.33,0,0,0,0,0,79.49667518,0
1,80,80,240,1300,50,196,80,0.39,0,0,0,0,0,80.04563798,0
1,80,80,240,1300,50,195,80,0.31,0,0,0,0,0,81.51598328,0
1,80,80,240,1300,50,192,80,0.27,0,0,0,0,0,82.70867031,0
1,80,80,240,1300,50,188,80,0.25,0,0,0,0,0,83.86350723,0
1,80,80,240,1300,50,186,80,0.26,0,0,0,0,0,85.49796045,0
1,80,80,240,1300,50,191,80,0.11,0,0,0,0,0,89.9722614,0
1,80,80,240,1300,50,184,80,0.05,0,0,0,0,0,92.40819305,0
1,80,80,240,1300,50,185,80,0.09,0,0,0,0,0,92.76790528,0
1,80,80,240,1300,50,186,80,0.1,0,0,0,0,0,93.00771344,0
1,80,80,240,1300,50,187,80,0.04,0,0,0,0,0,93.36742567,0
1,80,80,240,1300,50,243,80,0.79,0,0,0,0,0,0,0
1,55,90,240,1300,50,240,80,0.98,0,0,0,0,0,0,3.04432107
1,59,88,240,1300,50,246,80,0.95,0,0,0,0,0,0,4.707887267
1,47,86,240,1300,50,245,80,0.86,0,0,0,0,0,0,6.623858205
1,58,82,240,1300,50,250,80,0.94,0,0,0,0,0,0,11.4703493
1,57,91,240,1300,50,252,80,0.82,0,0,0,0,0,0,13.84036689
1,49,87,240,1300,50,253,80,0.9,0,0,0,0,0,0,18.5596036
1,46,83,240,1300,50,255,80,0.92,0,0,0,0,0,0,21.22248285
1,53,89,240,1300,50,257,80,0.73,0,0,0,0,0,0,29.19909031
1,56,95,240,1300,50,259,80,0.72,0,0,0,0,0,0,37.94760944
1,48,97,240,1300,50,261,80,0.75,0,0,0,0,0,0,40.65649412
1,51,93,240,1300,50,263,80,0.63,0,0,0,0,0,0,45.53384781
1,65,96,240,1300,50,265,80,0.65,0,0,0,0,0,0,49.00523966
1,66,100,240,1300,50,267,80,0.71,0,0,0,0,0,0,52.19073839
1,72,103,240,1300,50,270,80,0.62,0,0,0,0,0,0,54.83002051
1,67,98,240,1300,50,271,80,0.57,0,0,0,0,0,0,57.3308303
1,70,105,240,1300,50,274,80,0.54,0,0,0,0,0,0,59.55570398
1,76,107,240,1300,50,275,80,0.61,0,0,0,0,0,0,65.05307429
1,77,114,240,1300,50,278,80,0.38,0,0,0,0,0,0,73.73116472
1,87,109,240,1300,50,280,80,0.37,0,0,0,0,0,0,75.98212981
1,78,111,240,1300,50,282,80,0.32,0,0,0,0,0,0,77.79772892
1,81,117,240,1300,50,283,80,0.33,0,0,0,0,0,0,78.2300131
1,79,115,240,1300,50,285,80,0.39,0,0,0,0,0,0,79.18888303
1,73,113,240,1300,50,288,80,0.31,0,0,0,0,0,0,80.53915178
1,83,112,240,1300,50,292,80,0.27,0,0,0,0,0,0,81.68001897
1,82,123,240,1300,50,289,80,0.25,0,0,0,0,0,0,85.69801768
1,88,130,240,1300,50,296,80,0.26,0,0,0,0,0,0,88.87004915
1,98,124,240,1300,50,293,80,0.11,0,0,0,0,0,0,91.85244778
1,93,125,240,1300,50,297,80,0.05,0,0,0,0,0,0,93.74878785
1,99,132,240,1300,50,300,80,0.09,0,0,0,0,0,0,93.988596
1,110,140,240,1300,50,301,80,0.1,0,0,0,0,0,0,94.44608715
1,116,135,240,1300,50,302,80,0.04,0,0,0,0,0,0,94.98351436
