MAT,Temp_molde,Temp_secado,Tiempo_secado,P_inyeccion,P_mantenimiento,Temp_barril,Temp_alimetacion,V_inyeccion,P1,P2,P3,P4,P5,P6,P7
1,32.5,80,60,943,32,220,50,1.3,0,34.90153173,0,0,0,0,0
1,32.5,80,60,948,31,220,50,1.3,0,36.39679066,0,0,0,0,0
1,32.5,80,60,1041,30,220,50,1.3,0,37.60029176,0,0,0,0,0
1,32.5,80,60,896,29,220,50,1.3,0,37.92851933,0,0,0,0,0
1,32.5,80,60,950,28,220,50,1.3,0,40.9190372,0,0,0,0,0
1,32.5,80,60,1086,27,220,50,1.3,0,43.5813275,0,0,0,0,0
1,32.5,80,60,770,26,220,50,1.3,0,43.69073669,0,0,0,0,0
1,32.5,80,60,920,25,220,50,1.3,0,49.79576951,0,0,0,0,0
1,32.5,80,60,914,24,220,50,1.3,0,51.40043764,0,0,0,0,0
1,32.5,80,60,1011,23,220,50,1.3,0,53.18745441,0,0,0,0,0
1,32.5,80,60,780,22,220,50,1.3,0,55.52151714,0,0,0,0,0
1,32.5,80,60,799,21,220,50,1.3,0,56.36032093,0,0,0,0,0
1,32.5,80,60,1014,20,220,50,1.3,0,57.56382203,0,0,0,0,0
1,32.5,80,60,908,19,220,50,1.3,0,58.03792852,0,0,0,0,0
1,32.5,80,60,1013,18,220,50,1.3,0,63.30415755,0,0,0,0,0
1,32.5,80,60,1093,17,220,50,1.3,0,65.27352298,0,0,0,0,0
1,32.5,80,60,1051,16,220,50,1.3,0,65.96644785,0,0,0,0,0
1,32.5,80,60,793,15,220,50,1.3,0,66.91466083,0,0,0,0,0
1,32.5,80,60,892,14,220,50,1.3,0,67.75346462,0,0,0,0,0
1,32.5,80,60,1100,45,201,47,1.3,0,0,0,0,0,0,0
1,32.5,80,60,1100,45,213,45,1.3,0,0,2.617866752,0,0,0,0
1,32.5,80,60,1100,45,202,48,1.3,0,0,5.31002771,0,0,0,0
1,32.5,80,60,1100,45,198,49,1.3,0,0,9.153748845,0,0,0,0
1,32.5,80,60,1100,45,200,44,1.3,0,0,15.61734468,0,0,0,0
1,32.5,80,60,1100,45,192,41,1.3,0,0,20.05541946,0,0,0,0
1,32.5,80,60,1100,45,205,50,1.3,0,0,24.21589494,0,0,0,0
1,32.5,80,60,1100,45,216,42,1.3,0,0,29.56306976,0,0,0,0
1,32.5,80,60,1100,45,209,46,1.3,0,0,37.16918999,0,0,0,0
1,32.5,80,60,1100,45,195,39,1.3,0,0,41.4817678,0,0,0,0
1,32.5,80,60,1100,45,208,43,1.3,0,0,45.39275531,0,0,0,0
1,32.5,80,60,1100,45,211,40,1.3,0,0,50.31374242,0,0,0,0
1,32.5,80,60,1100,45,207,37,1.3,0,0,54.02845267,0,0,0,0
1,32.5,80,60,1100,45,206,36,1.3,0,0,60.11505562,0,0,0,0
1,32.5,80,60,1100,45,210,38,1.3,0,0,62.58082005,0,0,0,0
1,32.5,80,60,1100,45,186,35,1.3,0,0,65.4180555,0,0,0,0
1,32.5,80,60,1100,45,190,34,1.3,0,0,68.36321834,0,0,0,0
1,32.5,80,60,1100,45,187,33,1.3,0,0,73.98799245,0,0,0,0
1,32.5,80,60,1100,45,178,30,1.3,0,0,77.5787117,0,0,0,0
1,32.5,80,60,1100,45,214,32,1.3,0,0,79.56156379,0,0,0,0
1,32.5,80,60,1100,45,188,28,1.3,0,0,80.86874021,0,0,0,0
1,32.5,80,60,1100,45,174,29,1.3,0,0,81.61519618,0,0,0,0
1,32.5,80,60,1100,45,197,25,1.3,0,0,83.49012088,0,0,0,0
1,32.5,80,60,1100,45,176,31,1.3,0,0,83.7501506,0,0,0,0
1,32.5,80,60,1100,45,177,27,1.3,0,0,85.6250753,0,0,0,0
1,32.5,80,60,1100,45,168,26,1.3,0,0,88.3649251,0,0,0,0
1,32.5,80,60,1100,45,169,24,1.3,0,0,90.80408417,0,0,0,0
1,32.5,80,60,1100,45,155,23,1.3,0,0,91.17906911,0,0,0,0
1,32.5,80,60,1100,45,175,21,1.3,0,0,91.51690695,0,0,0,0
1,32.5,80,60,1100,45,158,20,1.3,0,0,92.8682583,0,0,0,0
1,32.5,80,60,1100,45,166,17,1.3,0,0,93.88177182,0,0,0,0
1,32.5,80,60,1100,45,153,19,1.3,0,0,93.88177182,0,0,0,0
1,32.5,80,60,1100,45,223,50,1.3,0,0,0,0,0,0,0
1,32.5,80,60,1100,45,220,50,1.3,0,0,0,1.857355126,0,0,0
1,32.5,80,60,1100,45,226,50,1.3,0,0,0,3.863298663,0,0,0
1,32.5,80,60,1100,45,225,50,1.3,0,0,0,8.172362556,0,0,0
1,32.5,80,60,1100,45,230,50,1.3,0,0,0,21.09955423,0,0,0
1,32.5,80,60,1100,45,232,50,1.3,0,0,0,26.59732541,0,0,0
1,32.5,80,60,1100,45,233,50,1.3,0,0,0,34.91827637,0,0,0
1,32.5,80,60,1100,45,235,50,1.3,0,0,0,38.85586924,0,0,0
1,32.5,80,60,1100,45,237,50,1.3,0,0,0,48.66270431,0,0,0
1,32.5,80,60,1100,45,239,50,1.3,0,0,0,56.61218425,0,0,0
1,32.5,80,60,1100,45,241,50,1.3,0,0,0,62.40713224,0,0,0
1,32.5,80,60,1100,45,243,50,1.3,0,0,0,68.87072808,0,0,0
1,32.5,80,60,1100,45,245,50,1.3,0,0,0,76.30014859,0,0,0
1,32.5,80,60,1100,45,247,50,1.3,0,0,0,82.3922734,0,0,0
1,32.5,80,60,1100,45,250,50,1.3,0,0,0,84.62109955,0,0,0
1,32.5,80,60,1100,45,251,50,1.3,0,0,0,87.59286776,0,0,0
1,32.5,80,60,1100,45,254,50,1.3,0,0,0,91.45616642,0,0,0
1,32.5,80,60,1100,45,255,50,1.3,0,0,0,92.57057949,0,0,0
1,32.5,80,60,1100,45,258,50,1.3,0,0,0,95.02228826,0,0,0
1,32.5,80,60,1100,45,260,50,1.3,0,0,0,96.28528975,0,0,0
1,32.5,80,60,1100,45,262,50,1.3,0,0,0,97.54829123,0,0,0
1,32.5,80,60,1100,45,263,50,1.3,0,0,0,98.36552749,0,0,0
1,32.5,80,60,1100,45,265,50,1.3,0,0,0,98.73699851,0,0,0
1,32.5,80,60,1100,45,268,50,1.3,0,0,0,99.25705795,0,0,0
1,32.5,80,60,1100,45,272,50,1.3,0,0,0,99.62852897,0,0,0
1,32.5,80,60,1100,45,269,50,1.3,0,0,0,99.70282318,0,0,0
1,32.5,80,60,1100,45,276,50,1.3,0,0,0,99.85141159,0,0,0
1,32.5,80,60,1100,45,273,50,1.3,0,0,0,99.92570579,0,0,0
1,32.5,80,60,1100,45,277,50,1.3,0,0,0,99.92570579,0,0,0
1,32.5,80,60,1100,45,280,50,1.3,0,0,0,99.92570579,0,0,0
1,32.5,80,60,1100,45,281,50,1.3,0,0,0,99.92570579,0,0,0
1,32.5,80,60,1100,45,282,50,1.3,0,0,0,99.92570579,0,0,0
1,31,80,60,1100,45,223,50,1.3,0,0,0,0,0,0,0
1,25,80,60,1100,45,220,50,1.3,0,0,0,0,8.993193692,0,0
1,29,80,60,1100,45,226,50,1.3,0,0,0,0,11.60906869,0,0
1,30,80,60,1100,45,225,50,1.3,0,0,0,0,13.76360063,0,0
1,24,80,60,1100,45,230,50,1.3,0,0,0,0,21.8400997,0,0
1,32,80,60,1100,45,232,50,1.3,0,0,0,0,26.20188851,0,0
1,19,80,60,1100,45,233,50,1.3,0,0,0,0,33.58817045,0,0
1,26,80,60,1100,45,235,50,1.3,0,0,0,0,35.55696688,0,0
1,27,80,60,1100,45,237,50,1.3,0,0,0,0,40.46038441,0,0
1,23,80,60,1100,45,239,50,1.3,0,0,0,0,46.04802761,0,0
1,22,80,60,1100,45,241,50,1.3,0,0,0,0,48.94550161,0,0
1,28,80,60,1100,45,243,50,1.3,0,0,0,0,53.79020275,0,0
1,18,80,60,1100,45,245,50,1.3,0,0,0,0,59.11781623,0,0
1,21,80,60,1100,45,247,50,1.3,0,0,0,0,63.77678186,0,0
1,20,80,60,1100,45,250,50,1.3,0,0,0,0,66.50409816,0,0
1,14,80,60,1100,45,251,50,1.3,0,0,0,0,71.21578872,0,0
1,17,80,60,1100,45,254,50,1.3,0,0,0,0,73.14743805,0,0
1,16,80,60,1100,45,255,50,1.3,0,0,0,0,73.70464459,0,0
1,12,80,60,1100,45,258,50,1.3,0,0,0,0,74.93049897,0,0
1,11,80,60,1100,45,260,50,1.3,0,0,0,0,77.17490294,0,0
1,15,80,60,1100,45,262,50,1.3,0,0,0,0,77.80640368,0,0
1,13,80,60,1100,45,263,50,1.3,0,0,0,0,78.21502181,0,0
1,10,80,60,1100,45,265,50,1.3,0,0,0,0,80.01366055,0,0
1,6,80,60,1100,45,268,50,1.3,0,0,0,0,80.27369027,0,0
1,9,80,60,1100,45,272,50,1.3,0,0,0,0,80.45942578,0,0
1,7,80,60,1100,45,269,50,1.3,0,0,0,0,83.72237933,0,0
1,8,80,60,1100,45,276,50,1.3,0,0,0,0,83.79667354,0,0
1,5,80,60,1100,45,273,50,1.3,0,0,0,0,85.44672387,0,0
1,2,80,60,1100,45,277,50,1.3,0,0,0,0,85.44672387,0,0
1,1,80,60,1100,45,280,50,1.3,0,0,0,0,85.44672387,0,0
1,4,80,60,1100,45,281,50,1.3,0,0,0,0,87.05962709,0,0
1,5,80,60,1100,45,282,50,1.3,0,0,0,0,87.55962709,0,0
1,32.5,80,60,1100,45,201,50,1.22,0,0,0,0,0,0,0
1,32.5,80,60,1100,45,213,50,1.17,0,0,0,0,0,1.404868039,0
1,32.5,80,60,1100,45,202,50,1.37,0,0,0,0,0,2.764982665,0
1,32.5,80,60,1100,45,198,50,1.25,0,0,0,0,0,5.514752706,0
1,32.5,80,60,1100,45,200,50,1.32,0,0,0,0,0,12.21644378,0
1,32.5,80,60,1100,45,192,50,1.38,0,0,0,0,0,15.44151985,0
1,32.5,80,60,1100,45,205,50,1.23,0,0,0,0,0,19.72104295,0
1,32.5,80,60,1100,45,216,50,1.18,0,0,0,0,0,22.04698224,0
1,32.5,80,60,1100,45,209,50,1.26,0,0,0,0,0,27.18849501,0
1,32.5,80,60,1100,45,195,50,1.36,0,0,0,0,0,31.8775207,0
1,32.5,80,60,1100,45,208,50,1.4,0,0,0,0,0,34.89404231,0
1,32.5,80,60,1100,45,211,50,1.19,0,0,0,0,0,41.10203071,0
1,32.5,80,60,1100,45,207,50,1.28,0,0,0,0,0,45.17388382,0
1,32.5,80,60,1100,45,206,50,1.46,0,0,0,0,0,48.45804146,0
1,32.5,80,60,1100,45,210,50,1.11,0,0,0,0,0,50.40578787,0
1,32.5,80,60,1100,45,186,50,1.47,0,0,0,0,0,52.12976721,0
1,32.5,80,60,1100,45,190,50,1.03,0,0,0,0,0,54.18046416,0
1,32.5,80,60,1100,45,187,50,1,0,0,0,0,0,55.09481356,0
1,32.5,80,60,1100,45,178,50,0.98,0,0,0,0,0,59.89209651,0
1,32.5,80,60,1100,45,214,50,0.87,0,0,0,0,0,64.33312106,0
1,32.5,80,60,1100,45,188,50,0.86,0,0,0,0,0,66.03605038,0
1,32.5,80,60,1100,45,174,50,0.92,0,0,0,0,0,66.80181136,0
1,32.5,80,60,1100,45,197,50,0.83,0,0,0,0,0,68.65421354,0
1,32.5,80,60,1100,45,176,50,0.8,0,0,0,0,0,70.22376707,0
1,32.5,80,60,1100,45,177,50,0.79,0,0,0,0,0,70.64759782,0
1,32.5,80,60,1100,45,168,50,0.75,0,0,0,0,0,72.35141159,0
1,32.5,80,60,1100,45,169,50,0.84,0,0,0,0,0,73.02094389,0
1,32.5,80,60,1100,45,155,50,0.76,0,0,0,0,0,74.01047195,0
1,32.5,80,60,1100,45,175,50,0.63,0,0,0,0,0,80.79618623,0
1,32.5,80,60,1100,45,158,50,0.62,0,0,0,0,0,81.98666242,0
1,32.5,80,60,1100,45,166,50,0.57,0,0,0,0,0,83.53428147,0
1,32.5,80,60,1100,45,153,50,0.59,0,0,0,0,0,84.72475766,0
1,39,80,60,1100,45,223,50,1.22,0,0,0,0,0,0,0
1,36,80,60,1100,45,220,50,1.17,0,0,0,0,0,0,4.586213729
1,33,80,60,1100,45,226,50,1.37,0,0,0,0,0,0,7.19611983
1,40,80,60,1100,45,225,50,1.25,0,0,0,0,0,0,9.759226865
1,41,80,60,1100,45,230,50,1.32,0,0,0,0,0,0,14.47032992
1,35,80,60,1100,45,232,50,1.38,0,0,0,0,0,0,17.35030764
1,43,80,60,1100,45,233,50,1.23,0,0,0,0,0,0,21.66317705
1,37,80,60,1100,45,235,50,1.18,0,0,0,0,0,0,23.21380325
1,38,80,60,1100,45,237,50,1.26,0,0,0,0,0,0,26.88478743
1,34,80,60,1100,45,239,50,1.36,0,0,0,0,0,0,30.74073156
1,44,80,60,1100,45,241,50,1.4,0,0,0,0,0,0,32.75174597
1,42,80,60,1100,45,243,50,1.19,0,0,0,0,0,0,37.86364091
1,49,80,60,1100,45,245,50,1.28,0,0,0,0,0,0,43.49791768
1,46,80,60,1100,45,247,50,1.46,0,0,0,0,0,0,46.41728312
1,45,80,60,1100,45,250,50,1.11,0,0,0,0,0,0,47.95908973
1,47,80,60,1100,45,251,50,1.47,0,0,0,0,0,0,49.35171829
1,48,80,60,1100,45,254,50,1.03,0,0,0,0,0,0,51.20546759
1,51,80,60,1100,45,255,50,1,0,0,0,0,0,0,54.24812388
1,50,80,60,1100,45,258,50,0.98,0,0,0,0,0,0,57.68962152
1,53,80,60,1100,45,260,50,0.87,0,0,0,0,0,0,61.38023156
1,52,80,60,1100,45,262,50,0.86,0,0,0,0,0,0,63.00213578
1,57,80,60,1100,45,263,50,0.92,0,0,0,0,0,0,66.43235113
1,55,80,60,1100,45,265,50,0.83,0,0,0,0,0,0,67.91059492
1,56,80,60,1100,45,268,50,0.8,0,0,0,0,0,0,69.44358194
1,58,80,60,1100,45,272,50,0.79,0,0,0,0,0,0,70.45606278
1,54,80,60,1100,45,269,50,0.75,0,0,0,0,0,0,72.32186563
1,59,80,60,1100,45,276,50,0.84,0,0,0,0,0,0,74.47138352
1,60,80,60,1100,45,273,50,0.76,0,0,0,0,0,0,75.13106889
1,63,80,60,1100,45,277,50,0.63,0,0,0,0,0,0,79.65487841
1,61,80,60,1100,45,280,50,0.62,0,0,0,0,0,0,80.93514721
1,65,80,60,1100,45,281,50,0.57,0,0,0,0,0,0,82.21020224
1,62,80,60,1100,45,282,50,0.59,0,0,0,0,0,0,83.24716204
